종목명,BPS,EPS,SPS,ROE,영업이익률,순이익률,매출액증가율,유동자산증가율,총자산증가율,부채비율,비유동부채비율,유동부채비율
진원생명과학,58026.39614132046,-2776.0365503330563,5988.41056449251,-152.33735542535283,-2026.6817605461679,-1876.8405670095965,215.44978105685374,66.98838327440188,277.4510827848746,1748.2342852760846,457.9891716495,1290.2451136265856
경동제약,324002.6870338912,5063.142159807126,38797.271628016424,41.54124666907991,311.8893984411618,233.7813706220781,44.990003852582014,-35.283557045663045,-14.932203139350065,516.4509678843606,95.48587838236745,420.96508950199313
LG이노텍,3148347.6230945326,58117.78171647678,1796242.000659882,42.89482695902132,139.8643593334043,75.7597110061603,599.0516263110632,62.84859314867268,132.7171923452377,4691.925948275162,1863.0137845439792,2828.912163731183
형지I&C,22647.102669520755,-259.9932921674042,11169.448136037943,-45.54397019411543,-80.90135984222105,-209.5191512852059,-173.22248582663434,-113.116700265824,-74.32755586379028,6723.8421568459335,2072.1877840546745,4651.65437279126
에넥스,27880.799290529492,-286.06083860083106,27448.803194039985,-47.8744183939954,-103.91001783805176,-37.81600366042274,-26.603076849916608,81.29525021450928,69.89683012872563,4934.806139929402,749.4308627983672,4185.375277131034
CJ씨푸드,52957.629239384856,397.75307574095325,20452.843997567208,25.33668033292226,84.98060551121927,66.67653738214516,-24.48543924211395,123.45412090903858,-8.195543891539089,2915.2185922839362,537.958678730541,2377.259913553395
CJ씨푸드1우,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
롯데케미칼,11506346.770437077,185303.75581436232,2289094.050369965,53.50524401489945,258.16999677652234,213.07112807552576,322.54286979958613,145.75581384095847,250.38643261662463,1700.8214113365864,804.8532620415567,895.9681492950294
HMM,342311.61478826724,17812.619306016353,122871.01086780967,-634.4125436185415,322.9343975181035,155.73463972307732,538.9051621205338,430.87619194238897,390.90071152439,25902.68777443748,12441.063420351173,13461.624354086309
현대위아,3729119.519538275,26847.27338118439,1325405.8088250181,20.812620983728078,48.29263532628377,13.67172538960939,75.69724789254076,11.235908223034373,5.351061323052232,3526.2392332345703,1813.564773771468,1712.6744594631025
삼화전자,39327.79074330265,-1923.3384342086597,18654.472690195,-194.21164312607735,-165.70058257062212,-261.8682304506245,82.50891287091429,55.12884512934138,-0.6121127654600684,14796.000131958961,3110.0282772152136,11685.971854743746
태림포장,144013.15063116176,2016.0255920760321,41075.16033582776,40.79592589641319,101.83820196180609,12.138232190826322,356.3924011034986,-23.60986789568276,-22.138153606140897,2513.2113095944705,544.2577662381681,1968.9535433563015
성안,39854.4878452139,-658.2855352013406,13474.380952122743,-118.39970142306875,-215.52126741924985,-228.06924456981332,-258.99280980453904,-84.11990030422673,-104.03516565178109,8142.806934123436,2319.942959466058,5822.863974657377
유니크,149151.66862674974,907.8036293984248,59664.2980732836,18.99701805254611,45.37449588819922,43.15463540623345,181.88703453487437,-43.69853304486711,-15.923810502299064,3485.2282740796218,577.3797135950201,2907.8485604846023
유니켐,35872.9109957203,506.93876492435015,7018.362795521628,35.5214464289235,264.798259270026,195.93380762918375,882.9429909459499,305.9214484267601,388.27225215406054,4437.961734447759,1085.810699627263,3352.1510348204956
서한,88104.9519835623,1896.46562685326,26043.123613377145,71.86298753625513,299.6988434518096,210.87861070531085,202.72638966974657,208.44004325871074,201.15688233982462,2904.699211736506,687.054611983509,2217.6445997529977
부산산업,2083089.2405331437,20632.099796875,540274.9111126894,32.682628971866215,157.85024099972742,108.55375562467312,180.03852484323946,27.43039787495799,27.465228980864875,2377.8466348918296,515.8667707837387,1861.97986410809
갤럭시아에스엠,37569.67383286332,-30.54096916824038,4619.832937877528,-1.6257851080001493,-123.19341138093152,-260.611940271867,46.323328321769495,275.7647724241616,-23.63712963137965,899.2919669284298,89.73307149889675,809.5588954295332
한농화성,232987.7973880866,3890.6148260329537,70353.13381293596,39.382296251385974,112.07006064856043,145.79840644721548,95.06039058455525,127.68291226535946,153.0339667672816,1523.711598747802,430.57784052735,1093.1337582204521
세보엠이씨,424470.81155973405,9153.519264102564,268056.3072363722,66.62128946287022,88.29588427973319,71.30481475232597,934.6132110086013,97.37408096568576,99.95130974613335,2579.38299964287,99.86237711708026,2479.5206225257884
와이투솔루션,39472.082450949616,-914.1796249108362,7610.876866978012,-104.99899092940868,-171.68269667819692,-430.6278307644218,58.97468896537196,-7.406549089803733,130.7926504110545,2408.596184564297,211.74398407504287,2196.8522004892543
한신기계,75164.4530924947,529.0875402601683,6865.965516325804,23.74640731000886,196.02040651891633,159.7546269311788,-14.079431806812352,-67.0715486292558,-4.2712762113903455,537.5683512385992,115.34026195912341,422.22808927947597
현대코퍼레이션,901679.4870762387,23788.6890902509,1640403.081946201,80.34862900400431,32.17707047257797,24.71254882523799,334.3034839678407,321.4727748730432,210.74728299196016,8842.90459613583,2029.4986046529555,6813.405991482873
금호석유,3053520.7481511943,123857.53407055677,960721.5514603367,110.32338852942816,356.0333894801919,298.22212377067723,335.34010359175085,410.2855684791942,192.85691797937255,2938.0316778783013,845.9874207407157,2092.0442571375843
금호석유우,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKC,1564510.772421389,25952.18940844393,379719.085213164,44.34518955084533,142.5919136424766,-113.53865948888749,293.8065641934413,572.7668799943466,308.1711440389393,4629.908645112266,2394.647525549346,2235.2611195629197
STX,57213.87301139506,-6185.108553177552,245927.57839349337,1157.8687433004782,-11.691817956551915,-51.23080871166561,-38.81759493651823,-282.7318670342981,-238.93189304718481,21530.55446767871,2348.8908212034185,19181.663646475296
신성이엔지,6607.985440157201,94.97927281766513,14739.827251141327,-23.205389413877164,5870.573819406883,3536.9553722967626,1969.0918750236197,-147.26883381551878,-83.45537071130686,3937.313103369023,1240.150206777103,2697.1628965919203
DB,49038.87989215308,418.4514467334978,9014.401111476256,27.100208591240573,191.0353555023738,45.70388586894236,374.3368457726864,404.22721666191904,267.1735574100468,1696.3059516874432,753.0259319227595,943.2800197646841
영흥,58518.037340057985,109.31019050974352,14990.032985704354,4.269796556025378,-30.31239365871093,-54.68528020231875,579.0570094057839,391.4469492358648,240.51908354001978,3525.235354545353,999.4049427282168,2525.8304118171354
아센디오,11802.297425699675,-58.61681560477524,632.4361204662814,-148.43323437593392,-2478.369266744119,-10081.601660795071,913.70130747532,-391.689742905314,-31.917808261602996,3562.162576225003,630.1508368138581,2932.0117394111444
계양전기,170713.71358247774,2713.19749492351,56463.57076174803,46.40722813857612,33.17849979791053,7.045749857544461,138.02894642006967,313.3006086117734,132.4621120376589,1619.9571456946837,316.35475095315167,1311.3448941342247
계양전기우,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
영화금속,42294.6441943694,151.67143176435533,21154.181978518292,11.81513229360121,12.016714443660028,-10.097768048402205,303.02885754302076,131.83182220283985,131.91554988101868,5646.372794919569,2217.019047348219,3429.35374757135
경동인베스트,5183397.795162484,44590.50311062433,583481.2797313402,24.614997330516836,193.49555062204806,264.65579183689096,268.99817166313267,-184.0193272096275,-167.48850007101993,1711.6506130113144,811.4442253920199,900.2063876192941
현대모비스,10042483.314643702,125386.71809002102,2011340.9925958493,40.0239464831523,167.29331074783187,172.44531405709827,235.82100649348317,77.28164394963075,73.52765066076036,1359.8441652594083,473.4309058573656,886.413259402043
뉴인텍,17541.91563914376,-181.45172006198212,8152.307875466792,-50.058751688404435,-184.56343804429446,-233.2893020741181,222.12671568679605,161.54685230086915,149.2912917756356,5930.169190148961,1119.718710519395,4810.450479629566
한화에어로스페이스,1716226.5232398023,30084.017881291475,425236.0514607043,43.33099654105259,124.79981857171114,138.60279330434935,608.9834780024815,386.79433322825844,279.28422598227513,5919.03333926951,2075.9336244200385,3843.0997148494716
더존비즈온,288354.13648219936,5775.9533822823405,40133.33690097553,66.58159653337691,680.5939959335581,491.95303700565046,320.85646788001196,-117.94022225599183,172.5454641186245,2398.163900044606,917.2344883255886,1480.9294117190175
센트럴인사이트,70830.87062246875,-798.2596602050257,21040.687432719544,-94.33534566889419,-547.8544238382144,-807.093586993733,-1333.1850585294842,928.5182439302542,158.2625150964711,6540.27148524663,1036.6505976143121,5503.620887632318
경인양행,168553.36693062136,1482.2150247467816,41806.490671705935,24.502593821755603,124.74181314720731,77.36053168458292,161.85696101843777,223.06275334438757,171.73632825470477,3081.137206387287,534.0039514997966,2547.1332548874893
원일특강,795431.6384189775,12382.6840975,313107.6781864773,44.90856108764997,113.78025483629055,93.00069289537397,250.6607296913271,336.83982159020934,256.0349205142654,2916.3587322484427,559.1258018354741,2357.2329304129694
HDC,1598578.5933639156,29918.71769105857,292049.76998316706,118.48556766826378,257.55218070068594,419.79793626160875,943.8406097319166,1467.88040680078,456.14212635587376,5172.211849198031,1415.070923922557,2968.1408464823885
모나리자,56787.233368515794,624.3318043501652,15309.183554050853,33.24438080307332,96.24999952282676,95.58169533144361,40.94878567693261,53.77874899744501,75.48568593806884,751.3874505278562,47.24557692813734,704.1418735997187
리드코프,403710.0407887877,6070.139798916847,76346.68431209467,47.810369723830505,292.6290015499716,209.56126531818705,255.219939459928,444.9805680465681,98.69308434532476,6562.4527442238905,581.6872894360839,3632.3943604930673
에스원,1002337.3130445742,22346.74802019402,272847.53652602696,69.20980627300003,291.16863581847645,202.04860129882533,145.74586716978007,148.425624643614,58.67187006055126,1146.3358434078916,272.96160721180763,873.3742361960841
신일제약,324100.2387692011,4145.604087427116,30680.768317714355,40.98018356654158,475.8569938191382,427.096738680477,296.49215278787085,84.41065088271618,91.91602867969536,433.3429699416455,130.28969492284648,303.0532750187992
대창,72190.16309836092,517.230035294189,57426.39036399175,21.15981921969697,76.43363737476808,22.967530156356236,181.71091615784056,197.2572705073142,144.80629240345883,6139.965118522852,1091.8874505871408,5048.077667935711
모베이스전자,134374.6470697584,848.76008493302,92363.88839917189,20.595023274643886,39.016203168965255,-25.15963444556777,176.5056074782883,86.55136226719698,65.28451525622353,9314.440611213395,1986.737112278655,7327.70349893474
세우글로벌,44320.76473161622,429.7939865705303,6138.218774477056,30.85434572789619,149.74817216532233,132.02044138838673,50.74782408643789,162.84467791610194,113.44499089457784,525.5527353861187,12.936860511203404,512.6158748749152
하이록코리아,745468.9913715097,9874.880692102932,57314.513171193015,41.734563745042614,508.3701800361714,421.93769251338205,47.036012662863456,71.36731021717519,79.18059695521126,380.2043003587343,106.85114343220029,273.353156926534
동원개발,245750.06054179088,5053.6556580139895,29422.72280728261,66.07480043246917,666.5945543146915,514.5015466475469,271.69442645838603,145.49870597561252,160.14401468322257,821.4034023137706,123.2235444910618,698.1798578227085
아진산업,223525.99812306132,1952.3438225969169,99689.17234210622,34.306255779222006,171.29228056844607,69.62642946661794,449.17041894607564,837.2090585204419,286.260999217317,7254.501851353104,3286.0900340580015,3968.411817295103
일성건설,137161.5718126442,1288.9199458690628,75113.95231725345,35.67698031115155,70.70060047005154,14.058604192325616,467.04764086893135,324.12769475603625,209.67595457282712,7664.742839834534,1984.7405267593572,5680.002313075175
화승코퍼레이션,347769.32212547964,9829.453517857926,259877.15240241573,71.58885746164731,67.71502368577357,-13.389249225726559,-83.28705782732271,190.9330182316039,98.94282052254303,12165.133934719008,1812.729849699637,10352.40408501937
디와이,530487.5595030335,8690.57555808244,165332.54236111496,50.064529710458736,147.43502927487776,77.61233436548073,281.6892362490554,137.38629943400753,114.10108945829626,2196.920786774957,574.8952132360592,1622.0255735388978
계룡건설,1736669.573815235,35178.5957031016,1188919.2027282335,60.3401422604329,177.63926769237887,95.81557856532665,314.4274274373528,299.43330035183,215.2003880371422,9007.93683475179,1813.3202233892678,7194.61661136252
까뮤이앤씨,139940.80901595938,2252.1001710100036,57561.09375815141,52.24745415892222,50.67263771259854,45.20407665928987,738.6068153362806,456.29116349934327,138.0447139776376,4474.363141752696,1088.2443692954312,3386.118772457264
CBI,126473.08802703393,-1214.0027341133923,-2987.173306467823,-58.503316769060966,-121.23044527409553,-591.4008908332523,320.47128087202856,1035.7388807039765,456.1247557810776,3152.002550984908,1614.3693653522096,1537.6331856326979
스페코,91806.5856732544,1718.6707246675364,20135.720475119033,52.78182179228841,-54.45264179720348,-0.9643415469646897,-197.28514720697606,144.90339198021854,-8.912034156509492,3851.747856412433,472.31956572539605,3379.428290687037
지엠비코리아,372697.7590134478,793.399473057233,126212.44339347474,6.2736208319524644,51.06085012703659,36.0340767607178,178.03757017076035,135.57812868127,79.50827143517265,3420.3042119284123,930.2632446838317,2490.0409672445803
지누스,429520.5328155299,10879.549365823557,161121.4708711434,74.69608636905515,176.9710268164839,118.13582837700365,258.3947033105297,91.98510488484668,168.0610300963241,2699.2944340879644,542.1649995457282,2157.1294345422366
아가방컴퍼니,141117.8646647776,541.1844732454265,21698.80299890815,10.907743740942129,-71.1734258515956,-108.86651433409818,199.73700851332876,115.14985968990915,45.32626680740518,1034.478528679843,422.9372832880476,611.5412453917958
메디앙스,174342.24405080872,2643.466264997404,41187.239220768475,48.86527502254242,84.21803621724517,-44.01707621331794,-240.31569218097354,-50.652524395415945,58.49796134982876,2648.2386703289753,889.6623033367113,1758.576366992265
한익스프레스,586627.1488918334,13890.585091535719,810699.1035770744,74.00647354177283,55.902710847003306,22.815484356860118,224.1122479589635,289.0348488638221,240.6784907063529,7700.672083769374,2274.0972789335246,5426.57480483585
대영포장,41707.754004546165,444.1813093506181,12969.210837198703,32.75026853282032,92.34193169177823,91.37646277633094,124.35630599031164,199.80198276572528,19.620963064309542,1475.0174945592955,358.30849091433043,1116.7090036449652
원익큐브,73408.26969231977,499.210095875714,33292.16906206932,18.675830265429383,46.05690064140241,43.12155236332695,199.23853582188974,405.6143067227393,280.4668206743206,2521.235394394907,438.0820002208255,2083.153394174081
광림,61557.614329683965,-1425.6427423904427,11633.728582051737,-107.42903738937137,17.52088538515519,-351.39530882344945,204.01480866372103,273.3264744332094,132.3507313761263,3806.894255759468,384.443559966811,3422.450695792657
금강공업,1115836.4672466442,17866.593249283433,323899.27339855017,52.73770570930685,147.11556037664494,111.64161821924375,197.47185220591683,215.65712176762264,140.9202602247964,4240.485631887649,615.7791939735623,3624.706437914085
금강공업우,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
영보화학,211034.83166554998,2204.520413450001,29991.243920875007,32.921163738766126,188.739539911768,201.34983086551884,-49.31429187333767,-41.30843551707973,-18.72740193546836,839.2913405021245,58.349412981161244,780.9419275209634
부방,113198.97566134702,-56.37341003382598,29238.54704002265,-5.4456354471876285,3.6317595835754735,19.01247162824984,757.5253201202559,89.63267312042785,152.1580274832823,1823.3770393388352,384.87774286921433,1438.4992964696214
극동유화,184324.64240823494,3397.319599172527,114920.41157214344,57.19752613549939,97.88347642692938,77.32046544017162,1139.3507905639042,148.62474247135262,193.17520525576475,2232.5923923639657,708.3268337351566,1524.2655586288092
고려제약,175746.26188909088,1398.0374274545452,26460.831348090913,23.252223551480455,384.1979056242639,291.9552190206557,250.36686315221633,122.29841070887541,99.9141244116059,599.939118489367,158.58229649337838,441.35682199598864
태경비케이,220051.9155005601,2621.800527551291,39181.28806711355,35.25987063594882,203.21678172552384,183.62688301004533,583.2206404665496,493.7484057052547,288.20419944608363,1581.0302043126949,482.6670761962532,1098.363128116442
성광벤드,473730.742171993,2449.087428741259,32612.712572954537,16.874122693307726,7.908888925809396,70.42397609655832,183.28140110061784,82.99678250152225,19.08734862507455,419.7992610520166,159.20140409303772,260.59785695897887
한솔케미칼,1426966.5515920927,54200.67619207501,274985.27422707767,114.93830617949655,611.7446756467465,495.23562307852785,383.48052806737957,749.1552336869916,306.2231037002831,2531.1672787400407,1260.4668494072253,1270.7004293328155
사조씨푸드,370047.84569823946,2307.021110903517,83879.6071342099,16.82727367400997,91.59889880225973,45.932446259303326,-89.07478321379816,328.0250874638082,189.06148619943855,2032.572511900842,634.8798704962704,1397.6926414045718
HL D&I,257255.90086427965,6271.356177124059,189732.4592063393,66.14165522412769,150.5608377364379,63.752500011121235,47.06318030299876,-51.57788768093583,82.41935290344246,13724.099719625983,3856.0009359257438,9861.396901041331
동원시스템즈,640002.0282697794,14222.172434907117,226704.37434399512,72.31603952588941,240.96188795323513,168.64692979899013,162.09035602301384,24.23858270007876,32.170106524030054,4281.827386480755,1527.3181599236693,2331.2750133452037
동원시스템즈우,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
유니드,2665058.0465100566,57768.274504176006,581356.3736674368,59.947938942285404,287.6227270747578,226.75964719186868,451.28442374766354,158.32330953717855,95.32878697273273,1735.9638451523745,445.2614469024634,1290.7023982499109
성문전자,47465.71092540169,184.882121148733,11632.111414736333,11.650237784397714,21.098993115856892,-41.91880747310404,10.87899664407751,106.24616931618426,83.32050072297554,1796.9469251530736,359.0654552142693,1437.8814699388045
성문전자우,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
오리엔탈정공,27436.255338827174,759.4220838571703,14603.360508284972,40.25761191990607,139.4047293017291,73.92747697516451,159.6315296211081,-11.835724769945909,1.4533252436822273,15362.626506276878,2638.668728857649,12723.957777419218
삼륭물산,130745.15424042974,1136.3073167272728,29263.90136614875,27.85456280166282,99.6075541979091,20.448460633640845,-18.365093609517352,140.01749623431448,49.780948193951524,2760.041425091866,546.212832164056,2213.8285929278104
인디에프,26644.587369498153,-1067.884970456568,11781.471288765071,-191.70600954315663,-200.77730186593988,-214.94434854057312,-142.4356198151034,-373.52828424499904,-229.4163925527022,5533.2011086583225,852.3428487888191,4680.858259869503
이스타코,31114.423402790097,-7.6439348589083576,2233.4771831973603,-5.32330228864609,-504.5785342210879,-653.619802185363,1321.7429906474356,-185.42461936508192,-8.091320886380728,3236.094872362085,524.6833623857522,2711.4115099763326
대창단조,1856315.01010015,26317.584607509645,391088.69924738124,60.899490183104206,255.7244261882179,208.80050782360263,309.1032647507329,164.70315298062297,146.6780010353426,881.3335383741588,247.32781322921895,634.0057251449398
에이엔피,33091.426497125096,-626.2578769038719,10854.499769777398,-78.84572631811994,-236.54764613334908,-441.8608080680684,13.980808798015172,-33.83388817546109,-6.922825250856933,4640.287518297024,1682.2244457908484,2958.063072506175
예스코홀딩스,3091258.504227,38213.29472299999,858621.3283414167,38.48191978239794,43.98210073454078,16.984459872731154,118.2573081822527,-569.2736359771224,-218.8782914490473,3745.018128189088,2005.913658806842,1739.104469382246
쎌마테라퓨틱스,26514.611481688386,-3516.6073499343147,22280.70475605871,-32223.665348281484,-1878.423444333026,-4224.980444700485,-909.2876221402461,371.47992850839455,2026.0787677496214,161541.62011822616,-9054.050409988333,170595.67052821454
큐로,20556.1599829971,408.2580403397645,5733.620208130372,67.3242341109265,1.8194390394565811,-115.33049302934424,101.56525612379454,84.03894351178494,57.73704108625861,4500.670768877275,478.0861746772839,4022.5845941999914
코콤,188124.08338535696,1597.3734969909583,28477.21756818117,28.8003676572772,192.26640943211635,154.16683013768957,44.1647842363308,30.00195133196911,30.246920374374103,817.8947725027251,255.1182749968773,562.776497505848
성우하이텍,539231.155932261,2203.6220576781457,223722.45519048447,14.318991392552618,71.00150676352452,21.404420652295514,124.23187741822696,91.83592093105985,108.4790796920933,5335.138692921887,1354.975625779075,3980.163067142812
한국전력,3109425.1174119827,-12848.45647212126,475780.0435303797,-24.63957021810652,-125.896813760941,-153.50663541251473,161.49108261928347,58.86179995852025,56.251051214406054,6880.347842669206,5371.108795797557,1509.2390468716483
일진홀딩스,330878.02491934603,2551.711791561892,94849.8110751464,20.408277530697305,77.8701463205019,41.30701284012027,203.72690351017016,358.09707020389936,157.8998966980494,3701.3006377027327,1037.7691294669644,2663.531508235768
태경산업,314952.69265490316,4192.299598888081,88881.98648344525,37.341641161032896,139.49459078282078,101.76204338729555,349.27281202242807,188.17833413653992,84.06288563126853,1997.5237881302978,440.9828071446714,1556.5409809856264
대현,128941.33310632987,1890.325576391928,26560.622742860956,47.62430898599982,184.5230872997445,210.78651222731327,94.99555854963438,-154.43238540288942,-68.81772317187611,978.6017829082133,254.37275737947954,724.2290255287338
리더스코스메틱,139894.8075623103,-197.19533460348768,30585.21804792021,-30.598589678821625,-238.37955228256484,-244.8182689255413,-192.3433606423907,9.53691780574922,-43.99885766417268,2705.101724398631,842.3995154304686,1862.702208968162
SGC이테크건설,4016823.886651307,65561.73411268283,2492090.247410717,55.463065462739976,117.86441818638917,185.91909173580805,572.7898224110206,200.75301712865118,49.285172026281245,9586.608112865762,3301.6751182056705,5635.016543394657
삼성증권,0.0,0.0,0.0,2.271112324342575,0.0,0.0,0.0,0.0,5.924220611796738,757.8141502753598,0.0,0.0
KG스틸,253640.5675357659,-1040.3045439184216,391711.62107131333,-416.68487525692154,143.63510180893127,68.44607978069767,216.40274741208907,297.2092595405218,67.7901512972185,54046.53299553167,26553.133675572044,27493.399319959615
한세예스24홀딩스,529294.159096925,10730.712420775002,326316.9873850876,62.15206852621874,123.29827858413535,48.381285869305316,166.6160578947465,32.036483886092746,55.75160365804303,4938.198002719481,879.4830767517093,4058.714925967772
환인제약,438249.87315907946,6966.788198861617,44703.59385604464,49.27981689006642,515.5836732057699,422.26901906165676,183.5993488294081,11.182433792267059,75.780729167236,346.2582348241766,52.704881827457335,293.5533529967193
신대양제지,3561813.545924111,69199.01868070432,678648.5739484063,54.387578112282256,295.7009937904579,275.03445687404286,3609.066305280482,182.99506198651838,136.3677091968125,1350.4590264811368,531.2911592474779,819.1678672336586
큐캐피탈,0.0,0.0,0.0,6.619714665699558,0.0,37.58120350506016,671.8762025506993,0.0,10.3579617272946,13.55567586175043,0.0,0.0
DB금융투자,0.0,0.0,0.0,0.7107789970066276,0.0,3.160480623219605,-50.45223478845987,0.0,2.981263513054544,836.3773056307745,0.0,0.0
디모아,37948.1050527236,1506.2705852721137,4895.96608387533,90.0320349335874,447.09863199714704,-976.1082621471988,181.3276006443844,-11.184506926622065,66.86493565142997,1625.3015849237283,152.9911267158383,1472.3104582078902
대성홀딩스,1065918.082535373,15943.467450614722,261525.49309128418,35.92913587857204,8.121728403308435,68.26718152028876,116.72191202393688,-734.1309849361418,-233.41464009409293,2786.026371478594,1448.7279808575786,1337.2983906210156
두올,188810.26796079642,2505.396548813769,79405.51338324629,37.523586972390206,142.05717949606472,74.51216525233203,415.215132139795,-165883994917.18546,140.72056297814484,3158.448829901321,739.9032825049378,2040.2566395127747
카나리아바이오,221046.39635183878,42520.670546144334,45581.06171255358,-61.20089950733964,4.733178735841122,-622.8390282347762,289.8540001243768,231.46553442268257,787.1396653485551,4488.921384464736,1083.128898843996,3405.79248562074
퍼시스,1111631.5317716086,14322.883089391305,127700.61977213042,41.486092779702396,265.59656413429707,342.4898066571101,191.75325839024768,21.536249770925366,36.06255014738114,387.4179317936044,59.24112056725438,328.17681122634997
웅진,126766.45914334783,1242.4663851596054,43043.59958683097,24.35478861491522,-51.47496696013585,-249.5550291996212,846.8576316041477,-277.9643039140584,899.3112861250186,10009.092040778816,2887.0587303277175,5026.630599866416
카스,60089.934822429794,530.7991892991078,32054.959658848547,22.04290861015857,96.91384968371563,10.933140946256593,106.77256475861029,51.267124523412704,68.17083627198349,6944.059977348122,1092.4828004623798,5851.577176885743
신원종합개발,215356.37313892678,4595.635357268639,75789.83959405177,64.21632801598834,96.97809468875931,63.22643078139434,974.3737870028413,-75.58468334355626,-35.46559369131348,3468.3822410951,1222.9280582045503,2245.45418289055
광명전기,71637.21929690869,522.299909224354,12751.903603532408,22.483477685573952,77.08233971590563,124.88761918471198,387.0221262809676,86.61710058559552,60.77003895920669,1623.638034246786,277.1595798025671,1308.6510716763228
명문제약,103885.60451450797,84.91726529594588,25780.376311347143,-0.471254643709341,-60.73281881034405,-102.38901985818728,135.46843406270827,83.83106452825311,40.509800003283104,4970.138143034605,888.0610222491308,4082.077120785473
인터엠,74174.64704558322,-61.575234979232675,14368.85548998956,-4.761403684903911,-144.1426953214569,-209.72630472607577,-107.95816009455964,-202.84870826237932,-73.54315649169462,2736.8728278758326,433.57523188499584,2303.297595990837
우신시스템,178193.32665432637,-659.4771009161241,71864.37396606039,-5.696718713180572,30.953094362988715,-12.392263344064853,76.44418817892729,57.92124104448368,58.141543441977504,5627.976589961422,806.2681987560434,4821.708391205378
서울가스,5874382.472947701,51485.1934878,1186956.2148920998,24.451530720815125,-60.50825866156392,109.57917081057732,94.33599476302273,-347.3224058484019,-194.2937459685835,1528.9672735489603,776.1723275928979,752.7949459560626
삼현철강,291987.4787581457,3611.7686108416983,72674.863152356,36.144153166115885,164.39891964541965,143.4304183180568,299.2541990461853,140.24588066167505,81.15426172286939,496.2758277986832,4.852974849613138,491.4228529490701
세명전기,135807.30095211856,1227.9028073265124,5393.510276433162,26.86275686547688,315.30036949470457,416.6718797162961,-85.59404715099579,-191.08886699213653,26.16671428108659,436.2655987295452,299.03704455306877,137.22855417647637
수산중공업,59763.59868252899,904.3914713351137,14808.65053540207,40.96283039174615,142.87808291075785,129.74089880841817,622.771400728018,203.76479036374903,82.17539429275311,2124.163783330404,381.2809544701346,1742.8828288602697
대림제지,353958.6166877063,4800.619243580423,42729.72697728801,35.18348502998251,391.2974006558203,407.49501165772347,716.4496295022984,117.09507925510653,93.60340979310142,1317.9428356480284,667.3886167409651,650.5542189070634
SK텔레콤,6897730.546240088,115021.64023466251,929412.580917317,55.44488725106079,241.1890817210744,308.8179341042767,64.18682800798926,265.0988742730792,61.06246194542531,3116.829248949733,1935.1711480201984,1181.658100929534
현대엘리베이,915040.8496178201,10278.63638504406,297991.433861779,30.27101164792699,205.22504626308975,162.00536572989301,251.59964747596587,-22.364325482425205,61.40613640258751,5125.20512226225,2240.7715805647417,2884.43354169751
풀무원,1589409.0331050837,10977.116122601177,1385712.5875051566,30.877940362354295,53.14474197853232,6.57871676743076,207.62919096554026,186.91117188175573,205.55217953750977,6973.581403582944,2549.035348485912,4424.546055097032
한국알콜,464957.8709480017,9140.09502803882,77542.25271409107,60.39678547708909,302.1881849354399,327.57792483706766,403.83910208942143,316.7495160390621,191.64234533735507,911.6278014222627,406.5057270508535,505.12207437140916
광전자,110549.4325398404,1014.5977577172544,14177.497679223907,26.873092242441825,18.241860597322972,41.50222837747999,-147.2098229244851,128.35175133604747,45.31884965272911,528.3906039513586,189.1652215574622,339.2253823938963
E1,5748687.19753382,85259.74492529154,3555276.4451847663,42.76411292721271,44.392100614673865,42.75825503215013,315.50132309155936,255.30365238512056,126.63454532572864,5914.007696895195,2546.6189671700677,3367.3887297251276
한국카본,234249.27800617152,2791.0891163001725,35644.04478984832,34.68099178525669,234.0339923462489,138.55601447142666,496.7285546264542,73.19592302605332,155.6765053437464,853.6500896073204,141.3527464488832,711.5568071592328
유니슨,20563.72842443492,-462.7023511738509,6590.381935178543,-83.74209618779369,-393.04623393892797,-768.4349216357836,2064.6698933189464,573.7523119721802,192.35351335137452,10848.086613428979,3793.05086496707,6603.058386991152
진로발효,338930.9293490997,8843.757183586553,63898.436043166825,80.53487743758741,485.5552022557633,399.8066599605802,92.5270610799993,-27.856041342407615,0.8548601231292627,714.4542719311892,83.2907279611917,631.1635439699975
애경산업,274227.99741069874,5805.301535353012,84697.58382396022,50.427146291015546,166.1044415145295,112.62045269749667,42.6182657693123,441.89837784501304,331.0017257491111,739.7865496615572,114.706975768946,625.0795738926113
삼성에스디에스,2499712.237500963,40591.131408129986,702237.029277603,48.76061138759712,228.56774128509343,179.56141862863714,279.2700268615907,166.9185255413482,134.10801362295464,1108.7271252457465,247.36870901454657,861.3584162311998
브이티지엠피,80927.3557166432,2208.401826808271,21774.794693286352,95.00337601467591,89.49664413945524,-98.51246468789769,737.3829929186512,213.53733827806502,-22.857915720299196,3251.1153938184248,1190.720422749074,2060.394971069351
