종목명,variable,value
동국S&C,유사종목_1,수산중공업
동국S&C,유사종목_2,드림어스컴퍼니
동국S&C,유사종목_3,성문전자
동국S&C,유사종목_4,에스에너지
동국S&C,유사종목_5,범양건영
동국산업,유사종목_1,사조씨푸드
동국산업,유사종목_2,아모텍
동국산업,유사종목_3,삼원강재
동국산업,유사종목_4,KH바텍
동국산업,유사종목_5,코스맥스비티아이
동국알앤에스,유사종목_1,풍강
동국알앤에스,유사종목_2,포메탈
동국알앤에스,유사종목_3,상아프론테크
동국알앤에스,유사종목_4,인텔리안테크
동국알앤에스,유사종목_5,디아이
동국제강,유사종목_1,하림지주
동국제강,유사종목_2,제이씨현시스템
동국제강,유사종목_3,성우하이텍
동국제강,유사종목_4,대동금속
동국제강,유사종목_5,인지컨트롤스
동국제약,유사종목_1,샘표식품
동국제약,유사종목_2,LG생활건강
동국제약,유사종목_3,이엔에프테크놀로지
동국제약,유사종목_4,미원화학
동국제약,유사종목_5,GST
동남합성,유사종목_1,이마트
동남합성,유사종목_2,현대건설기계
동남합성,유사종목_3,국도화학
동남합성,유사종목_4,기아
동남합성,유사종목_5,동양이엔피
동방,유사종목_1,LS전선아시아
동방,유사종목_2,오파스넷
동방,유사종목_3,모베이스전자
동방,유사종목_4,HL D&I
동방,유사종목_5,대창
동방선기,유사종목_1,지엔코
동방선기,유사종목_2,제이스코홀딩스
동방선기,유사종목_3,갤럭시아에스엠
동방선기,유사종목_4,세원이앤씨
동방선기,유사종목_5,아스트
동방아그로,유사종목_1,비츠로테크
동방아그로,유사종목_2,삼진제약
동방아그로,유사종목_3,HDC랩스
동방아그로,유사종목_4,한전KPS
동방아그로,유사종목_5,제일전기공업
동부건설,유사종목_1,진성티이씨
동부건설,유사종목_2,현대일렉트릭
동부건설,유사종목_3,윤성에프앤씨
동부건설,유사종목_4,KCTC
동부건설,유사종목_5,해태제과식품
동서,유사종목_1,큐에스아이
동서,유사종목_2,강원랜드
동서,유사종목_3,솔본
동서,유사종목_4,네오위즈홀딩스
동서,유사종목_5,풍산홀딩스
동성제약,유사종목_1,현대무벡스
동성제약,유사종목_2,영흥
동성제약,유사종목_3,명문제약
동성제약,유사종목_4,에스에너지
동성제약,유사종목_5,토니모리
동성케미컬,유사종목_1,한국석유
동성케미컬,유사종목_2,현대리바트
동성케미컬,유사종목_3,인팩
동성케미컬,유사종목_4,한국가스공사
동성케미컬,유사종목_5,남해화학
동성화인텍,유사종목_1,한국큐빅
동성화인텍,유사종목_2,인터지스
동성화인텍,유사종목_3,디에이피
동성화인텍,유사종목_4,파인엠텍
동성화인텍,유사종목_5,엔피디
동신건설,유사종목_1,모토닉
동신건설,유사종목_2,남화토건
동신건설,유사종목_3,동아타이어
동신건설,유사종목_4,프리엠스
동신건설,유사종목_5,신도리코
동아쏘시오홀딩스,유사종목_1,디씨엠
동아쏘시오홀딩스,유사종목_2,스튜디오드래곤
동아쏘시오홀딩스,유사종목_3,엠케이전자
동아쏘시오홀딩스,유사종목_4,에이치엘사이언스
동아쏘시오홀딩스,유사종목_5,아이디스
동아에스티,유사종목_1,한국타이어앤테크놀로지
동아에스티,유사종목_2,신세계
동아에스티,유사종목_3,대원
동아에스티,유사종목_4,NHN
동아에스티,유사종목_5,넥센
동아엘텍,유사종목_1,삼성출판사
동아엘텍,유사종목_2,이라이콤
동아엘텍,유사종목_3,동양고속
동아엘텍,유사종목_4,SBS콘텐츠허브
동아엘텍,유사종목_5,승일
동아지질,유사종목_1,태경산업
동아지질,유사종목_2,삼아알미늄
동아지질,유사종목_3,제우스
동아지질,유사종목_4,조흥
동아지질,유사종목_5,예스코홀딩스
동아타이어,유사종목_1,모토닉
동아타이어,유사종목_2,조광피혁
동아타이어,유사종목_3,신도리코
동아타이어,유사종목_4,선광
동아타이어,유사종목_5,동신건설
동아화성,유사종목_1,에스피지
동아화성,유사종목_2,위닉스
동아화성,유사종목_3,링네트
동아화성,유사종목_4,모베이스
동아화성,유사종목_5,LIG넥스원
동양,유사종목_1,바이넥스
동양,유사종목_2,한전기술
동양,유사종목_3,서암기계공업
동양,유사종목_4,락앤락
동양,유사종목_5,인화정공
동양고속,유사종목_1,우진아이엔에스
동양고속,유사종목_2,동아엘텍
동양고속,유사종목_3,만호제강
동양고속,유사종목_4,녹십자홀딩스
동양고속,유사종목_5,WISCOM
동양생명,유사종목_1,흥국화재
동양생명,유사종목_2,미래에셋생명
동양생명,유사종목_3,푸른저축은행
동양생명,유사종목_4,한화생명
동양생명,유사종목_5,현대해상
동양에스텍,유사종목_1,인지디스플레
동양에스텍,유사종목_2,세코닉스
동양에스텍,유사종목_3,동양피스톤
동양에스텍,유사종목_4,코리아에프티
동양에스텍,유사종목_5,성창오토텍
동양이엔피,유사종목_1,현대건설기계
동양이엔피,유사종목_2,CJ
동양이엔피,유사종목_3,이마트
동양이엔피,유사종목_4,동남합성
동양이엔피,유사종목_5,SK디스커버리
동양철관,유사종목_1,대우부품
동양철관,유사종목_2,나무기술
동양철관,유사종목_3,우리이앤엘
동양철관,유사종목_4,이원컴포텍
동양철관,유사종목_5,CSA 코스믹
동양파일,유사종목_1,진도
동양파일,유사종목_2,에너토크
동양파일,유사종목_3,아바텍
동양파일,유사종목_4,국일신동
동양파일,유사종목_5,유엔젤
동양피스톤,유사종목_1,동양에스텍
동양피스톤,유사종목_2,코리아에프티
동양피스톤,유사종목_3,인지디스플레
동양피스톤,유사종목_4,세코닉스
동양피스톤,유사종목_5,대동
동우팜투테이블,유사종목_1,LG에너지솔루션
동우팜투테이블,유사종목_2,부산산업
동우팜투테이블,유사종목_3,이엠텍
동우팜투테이블,유사종목_4,이건산업
동우팜투테이블,유사종목_5,DSR
동운아나텍,유사종목_1,JW신약
동운아나텍,유사종목_2,대우부품
동운아나텍,유사종목_3,나무기술
동운아나텍,유사종목_4,이원컴포텍
동운아나텍,유사종목_5,에이엔피
동원F&B,유사종목_1,이수화학
동원F&B,유사종목_2,코스맥스
동원F&B,유사종목_3,시디즈
동원F&B,유사종목_4,그래디언트
동원F&B,유사종목_5,삼보모터스
동원개발,유사종목_1,현대바이오랜드
동원개발,유사종목_2,SK하이닉스
동원개발,유사종목_3,경동제약
동원개발,유사종목_4,에스앤에스텍
동원개발,유사종목_5,인터로조
동원금속,유사종목_1,평화산업
동원금속,유사종목_2,DH오토웨어
동원금속,유사종목_3,대신정보통신
동원금속,유사종목_4,세동
동원금속,유사종목_5,아시아나항공
동원산업,유사종목_1,탑엔지니어링
동원산업,유사종목_2,교촌에프앤비
동원산업,유사종목_3,애경케미칼
동원산업,유사종목_4,서연
동원산업,유사종목_5,위니아에이드
동원수산,유사종목_1,대동
동원수산,유사종목_2,서연이화
동원수산,유사종목_3,사조대림
동원수산,유사종목_4,세코닉스
동원수산,유사종목_5,한신공영
동원시스템즈,유사종목_1,현대건설기계
동원시스템즈,유사종목_2,동남합성
동원시스템즈,유사종목_3,이마트
동원시스템즈,유사종목_4,국도화학
동원시스템즈,유사종목_5,기아
동일고무벨트,유사종목_1,경농
동일고무벨트,유사종목_2,이건산업
동일고무벨트,유사종목_3,삼호개발
동일고무벨트,유사종목_4,진바이오텍
동일고무벨트,유사종목_5,동구바이오제약
동일금속,유사종목_1,신일제약
동일금속,유사종목_2,SK케미칼
동일금속,유사종목_3,한국가구
동일금속,유사종목_4,농심홀딩스
동일금속,유사종목_5,케이디켐
동일기연,유사종목_1,에스텍파마
동일기연,유사종목_2,CS홀딩스
동일기연,유사종목_3,메가스터디
동일기연,유사종목_4,하이록코리아
동일기연,유사종목_5,조광피혁
동일산업,유사종목_1,아세아
동일산업,유사종목_2,조선내화
동일산업,유사종목_3,한국수출포장
동일산업,유사종목_4,HL홀딩스
동일산업,유사종목_5,우주일렉트로
동일제강,유사종목_1,WISCOM
동일제강,유사종목_2,만호제강
동일제강,유사종목_3,창해에탄올
동일제강,유사종목_4,동화약품
동일제강,유사종목_5,빛샘전자
동일철강,유사종목_1,셀피글로벌
동일철강,유사종목_2,원풍물산
동일철강,유사종목_3,SDN
동일철강,유사종목_4,위메이드맥스
동일철강,유사종목_5,코퍼스코리아
동진쎄미켐,유사종목_1,태영건설
동진쎄미켐,유사종목_2,크린앤사이언스
동진쎄미켐,유사종목_3,윤성에프앤씨
동진쎄미켐,유사종목_4,진성티이씨
동진쎄미켐,유사종목_5,백산
동화기업,유사종목_1,세방전지
동화기업,유사종목_2,고려아연
동화기업,유사종목_3,에이텍
동화기업,유사종목_4,LF
동화기업,유사종목_5,MDS테크
동화약품,유사종목_1,빛샘전자
동화약품,유사종목_2,태양
동화약품,유사종목_3,화일약품
동화약품,유사종목_4,대원
동화약품,유사종목_5,NHN
두산,유사종목_1,롯데하이마트
두산,유사종목_2,SHD
두산,유사종목_3,JW생명과학
두산,유사종목_4,인포뱅크
두산,유사종목_5,현대비앤지스틸
두산밥캣,유사종목_1,더네이쳐홀딩스
두산밥캣,유사종목_2,크리스에프앤씨
두산밥캣,유사종목_3,미창석유
두산밥캣,유사종목_4,LF
두산밥캣,유사종목_5,자화전자
두산에너빌리티,유사종목_1,현대오토에버
두산에너빌리티,유사종목_2,한진
두산에너빌리티,유사종목_3,현대엘리베이
두산에너빌리티,유사종목_4,보령
두산에너빌리티,유사종목_5,한국컴퓨터
두산테스나,유사종목_1,대림제지
두산테스나,유사종목_2,바이넥스
두산테스나,유사종목_3,에스앤에스텍
두산테스나,유사종목_4,한일시멘트
두산테스나,유사종목_5,경동제약
두산퓨얼셀,유사종목_1,우리기술
두산퓨얼셀,유사종목_2,쎄노텍
두산퓨얼셀,유사종목_3,비케이탑스
두산퓨얼셀,유사종목_4,테라사이언스
두산퓨얼셀,유사종목_5,유테크
두올,유사종목_1,씨케이에이치
두올,유사종목_2,미투젠
두올,유사종목_3,에스디시스템
두올,유사종목_4,이트론
두올,유사종목_5,상상인인더스트리
듀오백,유사종목_1,소룩스
듀오백,유사종목_2,일정실업
듀오백,유사종목_3,대교
듀오백,유사종목_4,브이씨
듀오백,유사종목_5,에스엠코어
드래곤플라이,유사종목_1,엔에스엔
드래곤플라이,유사종목_2,바른손
드래곤플라이,유사종목_3,진시스템
드래곤플라이,유사종목_4,바이온
드래곤플라이,유사종목_5,폴라리스오피스
드림시큐리티,유사종목_1,바이오로그디바이스
드림시큐리티,유사종목_2,레이크머티리얼즈
드림시큐리티,유사종목_3,디알텍
드림시큐리티,유사종목_4,제너셈
드림시큐리티,유사종목_5,영진약품
드림씨아이에스,유사종목_1,HRS
드림씨아이에스,유사종목_2,폴라리스우노
드림씨아이에스,유사종목_3,제이브이엠
드림씨아이에스,유사종목_4,하나제약
드림씨아이에스,유사종목_5,더존비즈온
드림어스컴퍼니,유사종목_1,동국S&C
드림어스컴퍼니,유사종목_2,수산중공업
드림어스컴퍼니,유사종목_3,지니뮤직
드림어스컴퍼니,유사종목_4,범양건영
드림어스컴퍼니,유사종목_5,성문전자
드림텍,유사종목_1,한양디지텍
드림텍,유사종목_2,호전실업
드림텍,유사종목_3,제이에스코퍼레이션
드림텍,유사종목_4,애경케미칼
드림텍,유사종목_5,한솔제지
디딤이앤에프,유사종목_1,진에어
디딤이앤에프,유사종목_2,루닛
디딤이앤에프,유사종목_3,STX중공업
디딤이앤에프,유사종목_4,코이즈
디딤이앤에프,유사종목_5,CS
디모아,유사종목_1,세원이앤씨
디모아,유사종목_2,바이오톡스텍
디모아,유사종목_3,조이시티
디모아,유사종목_4,엠투엔
디모아,유사종목_5,상상인
디바이스이엔지,유사종목_1,프로텍
디바이스이엔지,유사종목_2,서호전기
디바이스이엔지,유사종목_3,동원개발
디바이스이엔지,유사종목_4,케이아이엔엑스
디바이스이엔지,유사종목_5,인터로조
디스플레이텍,유사종목_1,태광
디스플레이텍,유사종목_2,삼영전자
디스플레이텍,유사종목_3,효성오앤비
디스플레이텍,유사종목_4,에스티팜
디스플레이텍,유사종목_5,선광
디씨엠,유사종목_1,엠케이전자
디씨엠,유사종목_2,OCI
디씨엠,유사종목_3,아이디스
디씨엠,유사종목_4,동아쏘시오홀딩스
디씨엠,유사종목_5,스튜디오드래곤
디아이,유사종목_1,아바코
디아이,유사종목_2,미코
디아이,유사종목_3,와이지-원
디아이,유사종목_4,풍강
디아이,유사종목_5,동국알앤에스
디아이씨,유사종목_1,엑사이엔씨
디아이씨,유사종목_2,모헨즈
디아이씨,유사종목_3,케이비아이동국실업
디아이씨,유사종목_4,경창산업
디아이씨,유사종목_5,한온시스템
디아이티,유사종목_1,CMG제약
디아이티,유사종목_2,비아트론
디아이티,유사종목_3,하이드로리튬
디아이티,유사종목_4,센코
디아이티,유사종목_5,에이프로젠
디아크,유사종목_1,씨엔알리서치
디아크,유사종목_2,바이오로그디바이스
디아크,유사종목_3,본느
디아크,유사종목_4,레이크머티리얼즈
디아크,유사종목_5,우리이앤엘
디알젬,유사종목_1,포인트모바일
디알젬,유사종목_2,탑머티리얼
디알젬,유사종목_3,이녹스첨단소재
디알젬,유사종목_4,삼화콘덴서
디알젬,유사종목_5,NICE평가정보
디알텍,유사종목_1,레이크머티리얼즈
디알텍,유사종목_2,한빛소프트
디알텍,유사종목_3,아이에이
디알텍,유사종목_4,영진약품
디알텍,유사종목_5,SG
디앤디플랫폼리츠,유사종목_1,케이사인
디앤디플랫폼리츠,유사종목_2,ESR켄달스퀘어리츠
디앤디플랫폼리츠,유사종목_3,엔비티
디앤디플랫폼리츠,유사종목_4,케어랩스
디앤디플랫폼리츠,유사종목_5,하나금융23호스팩
디앤씨미디어,유사종목_1,하이비젼시스템
디앤씨미디어,유사종목_2,KCI
디앤씨미디어,유사종목_3,가비아
디앤씨미디어,유사종목_4,아셈스
디앤씨미디어,유사종목_5,대한약품
디어유,유사종목_1,석경에이티
디어유,유사종목_2,양지사
디어유,유사종목_3,인지소프트
디어유,유사종목_4,셀트리온
디어유,유사종목_5,슈프리마
디에스앤엘,유사종목_1,세종메디칼
디에스앤엘,유사종목_2,컴퍼니케이
디에스앤엘,유사종목_3,한국자산신탁
디에스앤엘,유사종목_4,SK스퀘어
디에스앤엘,유사종목_5,컬러레이
디에스케이,유사종목_1,CMG제약
디에스케이,유사종목_2,엑셈
디에스케이,유사종목_3,위지트
디에스케이,유사종목_4,한국전자인증
디에스케이,유사종목_5,센코
디에이테크놀로지,유사종목_1,씨아이테크
디에이테크놀로지,유사종목_2,알파홀딩스
디에이테크놀로지,유사종목_3,텔레필드
디에이테크놀로지,유사종목_4,알에프세미
디에이테크놀로지,유사종목_5,장원테크
디에이피,유사종목_1,엔피디
디에이피,유사종목_2,우리산업
디에이피,유사종목_3,인터지스
디에이피,유사종목_4,우원개발
디에이피,유사종목_5,케이피에프
디엔에이링크,유사종목_1,아이윈플러스
디엔에이링크,유사종목_2,라온시큐어
디엔에이링크,유사종목_3,씨아이테크
디엔에이링크,유사종목_4,소프트캠프
디엔에이링크,유사종목_5,에스트래픽
디엔에프,유사종목_1,SJM
디엔에프,유사종목_2,황금에스티
디엔에프,유사종목_3,오리온
디엔에프,유사종목_4,HRS
디엔에프,유사종목_5,제이브이엠
디오,유사종목_1,휴메딕스
디오,유사종목_2,네오팜
디오,유사종목_3,인바디
디오,유사종목_4,서호전기
디오,유사종목_5,고영
디와이,유사종목_1,코오롱인더
디와이,유사종목_2,에스엘
디와이,유사종목_3,대원미디어
디와이,유사종목_4,오뚜기
디와이,유사종목_5,애경산업
디와이디,유사종목_1,휴엠앤씨
디와이디,유사종목_2,판타지오
디와이디,유사종목_3,중앙디앤엠
디와이디,유사종목_4,웨이버스
디와이디,유사종목_5,한국비엔씨
디와이씨,유사종목_1,KC코트렐
디와이씨,유사종목_2,뉴프렉스
디와이씨,유사종목_3,영신금속
디와이씨,유사종목_4,일성건설
디와이씨,유사종목_5,아이엠
디와이파워,유사종목_1,애경산업
디와이파워,유사종목_2,대원미디어
디와이파워,유사종목_3,디와이
디와이파워,유사종목_4,코오롱인더
디와이파워,유사종목_5,LG유플러스
디와이피엔에프,유사종목_1,광명전기
디와이피엔에프,유사종목_2,에이치케이
디와이피엔에프,유사종목_3,티피씨글로벌
디와이피엔에프,유사종목_4,리노스
디와이피엔에프,유사종목_5,와이어블
디이엔티,유사종목_1,디와이씨
디이엔티,유사종목_2,KC코트렐
디이엔티,유사종목_3,아이엠
디이엔티,유사종목_4,뉴프렉스
디이엔티,유사종목_5,삼기
디젠스,유사종목_1,세하
디젠스,유사종목_2,크루셜텍
디젠스,유사종목_3,에스엠벡셀
디젠스,유사종목_4,오리엔탈정공
디젠스,유사종목_5,참엔지니어링
디지아이,유사종목_1,코위버
디지아이,유사종목_2,성창기업지주
디지아이,유사종목_3,경인전자
디지아이,유사종목_4,세원정공
디지아이,유사종목_5,삼성공조
디지캡,유사종목_1,YTN
디지캡,유사종목_2,코오롱생명과학
디지캡,유사종목_3,인콘
디지캡,유사종목_4,네오크레마
디지캡,유사종목_5,우진
디지털대성,유사종목_1,정상제이엘에스
디지털대성,유사종목_2,BGF에코머티리얼즈
디지털대성,유사종목_3,싸이맥스
디지털대성,유사종목_4,원익IPS
디지털대성,유사종목_5,원익QnC
디지틀조선,유사종목_1,윈스
디지틀조선,유사종목_2,포시에스
디지틀조선,유사종목_3,쿠콘
디지틀조선,유사종목_4,유수홀딩스
디지틀조선,유사종목_5,중앙백신
디케이락,유사종목_1,에이치시티
디케이락,유사종목_2,SIMPAC
디케이락,유사종목_3,헥토이노베이션
디케이락,유사종목_4,타이거일렉
디케이락,유사종목_5,스튜디오드래곤
디케이앤디,유사종목_1,비엠티
디케이앤디,유사종목_2,DMS
디케이앤디,유사종목_3,스틱인베스트먼트
디케이앤디,유사종목_4,라이온켐텍
디케이앤디,유사종목_5,아비코전자
디케이티,유사종목_1,파워로직스
디케이티,유사종목_2,한세실업
디케이티,유사종목_3,계룡건설
디케이티,유사종목_4,포스코스틸리온
디케이티,유사종목_5,삼보모터스
디티앤씨,유사종목_1,선도전기
디티앤씨,유사종목_2,티피씨글로벌
디티앤씨,유사종목_3,MH에탄올
디티앤씨,유사종목_4,한국유니온제약
디티앤씨,유사종목_5,콘텐트리중앙
디티앤씨알오,유사종목_1,소룩스
디티앤씨알오,유사종목_2,듀오백
디티앤씨알오,유사종목_3,리더스코스메틱
디티앤씨알오,유사종목_4,일정실업
디티앤씨알오,유사종목_5,브이씨
딜리,유사종목_1,KC그린홀딩스
딜리,유사종목_2,한신기계
딜리,유사종목_3,아난티
딜리,유사종목_4,아미코젠
딜리,유사종목_5,용평리조트
딥노이드,유사종목_1,차백신연구소
딥노이드,유사종목_2,제이엘케이
딥노이드,유사종목_3,이노테라피
딥노이드,유사종목_4,맥스트
딥노이드,유사종목_5,뷰노
라닉스,유사종목_1,파나케이아
라닉스,유사종목_2,다믈멀티미디어
라닉스,유사종목_3,케이피엠테크
라닉스,유사종목_4,케이엠제약
라닉스,유사종목_5,애니젠
라온시큐어,유사종목_1,소프트캠프
라온시큐어,유사종목_2,SGA솔루션즈
라온시큐어,유사종목_3,SGA
라온시큐어,유사종목_4,씨아이테크
라온시큐어,유사종목_5,디엔에이링크
라온테크,유사종목_1,크린앤사이언스
라온테크,유사종목_2,상신이디피
라온테크,유사종목_3,까뮤이앤씨
라온테크,유사종목_4,동진쎄미켐
라온테크,유사종목_5,엠브레인
라온피플,유사종목_1,옵티팜
라온피플,유사종목_2,자이언트스텝
라온피플,유사종목_3,라파스
라온피플,유사종목_4,한국정밀기계
라온피플,유사종목_5,HLB글로벌
라이온켐텍,유사종목_1,비츠로테크
라이온켐텍,유사종목_2,디케이앤디
라이온켐텍,유사종목_3,비엠티
라이온켐텍,유사종목_4,동방아그로
라이온켐텍,유사종목_5,삼진제약
라이콤,유사종목_1,비스토스
라이콤,유사종목_2,베스파
라이콤,유사종목_3,테크엘
라이콤,유사종목_4,IBKS제18호스팩
라이콤,유사종목_5,저스템
라이트론,유사종목_1,스틱인베스트먼트
라이트론,유사종목_2,제이아이테크
라이트론,유사종목_3,디케이앤디
라이트론,유사종목_4,오션브릿지
라이트론,유사종목_5,비엠티
라이프시맨틱스,유사종목_1,에이비프로바이오
라이프시맨틱스,유사종목_2,마이크로디지탈
라이프시맨틱스,유사종목_3,내츄럴엔도텍
라이프시맨틱스,유사종목_4,엔케이맥스
라이프시맨틱스,유사종목_5,큐로컴
라파스,유사종목_1,옵티팜
라파스,유사종목_2,휴니드
라파스,유사종목_3,HLB글로벌
라파스,유사종목_4,엔바이오니아
라파스,유사종목_5,한국정밀기계
락앤락,유사종목_1,일신방직
락앤락,유사종목_2,화천기공
락앤락,유사종목_3,일진머티리얼즈
락앤락,유사종목_4,경동인베스트
락앤락,유사종목_5,동양
래몽래인,유사종목_1,바이오니아
래몽래인,유사종목_2,오에스피
래몽래인,유사종목_3,국영지앤엠
래몽래인,유사종목_4,에스엠코어
래몽래인,유사종목_5,폴라리스세원
램테크놀러지,유사종목_1,ES큐브
램테크놀러지,유사종목_2,팬스타엔터프라이즈
램테크놀러지,유사종목_3,빅텍
램테크놀러지,유사종목_4,씨유메디칼
램테크놀러지,유사종목_5,기가레인
랩지노믹스,유사종목_1,이크레더블
랩지노믹스,유사종목_2,에스디바이오센서
랩지노믹스,유사종목_3,씨젠
랩지노믹스,유사종목_4,제일파마홀딩스
랩지노믹스,유사종목_5,DB하이텍
러셀,유사종목_1,흥국에프엔비
러셀,유사종목_2,세화피앤씨
러셀,유사종목_3,제이티
러셀,유사종목_4,KX하이텍
러셀,유사종목_5,메타바이오메드
레고켐바이오,유사종목_1,크리스탈지노믹스
레고켐바이오,유사종목_2,클리노믹스
레고켐바이오,유사종목_3,로보로보
레고켐바이오,유사종목_4,쇼박스
레고켐바이오,유사종목_5,케이피에스
레드캡투어,유사종목_1,클리오
레드캡투어,유사종목_2,DSR
레드캡투어,유사종목_3,NPC
레드캡투어,유사종목_4,삼익THK
레드캡투어,유사종목_5,이건산업
레몬,유사종목_1,에이디칩스
레몬,유사종목_2,기가레인
레몬,유사종목_3,셀피글로벌
레몬,유사종목_4,지니틱스
레몬,유사종목_5,파루
레이,유사종목_1,영풍제지
레이,유사종목_2,까스텔바작
레이,유사종목_3,TJ미디어
레이,유사종목_4,무림SP
레이,유사종목_5,유성기업
레이언스,유사종목_1,아진엑스텍
레이언스,유사종목_2,대정화금
레이언스,유사종목_3,비비씨
레이언스,유사종목_4,일진다이아
레이언스,유사종목_5,SJM홀딩스
레이저쎌,유사종목_1,고바이오랩
레이저쎌,유사종목_2,티앤알바이오팹
레이저쎌,유사종목_3,엔젠바이오
레이저쎌,유사종목_4,올릭스
레이저쎌,유사종목_5,크리스탈지노믹스
레이크머티리얼즈,유사종목_1,디알텍
레이크머티리얼즈,유사종목_2,한빛소프트
레이크머티리얼즈,유사종목_3,인스코비
레이크머티리얼즈,유사종목_4,아이에이
레이크머티리얼즈,유사종목_5,본느
레인보우로보틱스,유사종목_1,큐라클
레인보우로보틱스,유사종목_2,오리온홀딩스
레인보우로보틱스,유사종목_3,제로투세븐
레인보우로보틱스,유사종목_4,미스터블루
레인보우로보틱스,유사종목_5,에이비엘바이오
로보로보,유사종목_1,하이드로리튬
로보로보,유사종목_2,스카이문스테크놀로지
로보로보,유사종목_3,HLB테라퓨틱스
로보로보,유사종목_4,알테오젠
로보로보,유사종목_5,아이오케이
로보스타,유사종목_1,성신양회
로보스타,유사종목_2,인터플렉스
로보스타,유사종목_3,현대로템
로보스타,유사종목_4,코맥스
로보스타,유사종목_5,알에프텍
로보티즈,유사종목_1,메디포스트
로보티즈,유사종목_2,성창기업지주
로보티즈,유사종목_3,브레인즈컴퍼니
로보티즈,유사종목_4,RFHIC
로보티즈,유사종목_5,플랜티넷
로스웰,유사종목_1,SV인베스트먼트
로스웰,유사종목_2,피씨엘
로스웰,유사종목_3,큐캐피탈
로스웰,유사종목_4,엑세스바이오
로스웰,유사종목_5,SBI인베스트먼트
로지시스,유사종목_1,오리콤
로지시스,유사종목_2,삼일제약
로지시스,유사종목_3,나라엠앤디
로지시스,유사종목_4,코맥스
로지시스,유사종목_5,EG
로체시스템즈,유사종목_1,바이오스마트
로체시스템즈,유사종목_2,그린케미칼
로체시스템즈,유사종목_3,신원종합개발
로체시스템즈,유사종목_4,제일테크노스
로체시스템즈,유사종목_5,에스피지
롯데관광개발,유사종목_1,한송네오텍
롯데관광개발,유사종목_2,알체라
롯데관광개발,유사종목_3,더코디
롯데관광개발,유사종목_4,파수
롯데관광개발,유사종목_5,아이윈플러스
롯데렌탈,유사종목_1,하이딥
롯데렌탈,유사종목_2,APS홀딩스
롯데렌탈,유사종목_3,쌍방울
롯데렌탈,유사종목_4,원티드랩
롯데렌탈,유사종목_5,크래프톤
롯데리츠,유사종목_1,신한서부티엔디리츠
롯데리츠,유사종목_2,ESR켄달스퀘어리츠
롯데리츠,유사종목_3,케이사인
롯데리츠,유사종목_4,서부T&D
롯데리츠,유사종목_5,마스턴프리미어리츠
롯데손해보험,유사종목_1,현대해상
롯데손해보험,유사종목_2,DB손해보험
롯데손해보험,유사종목_3,푸른저축은행
롯데손해보험,유사종목_4,흥국화재
롯데손해보험,유사종목_5,동양생명
롯데쇼핑,유사종목_1,화천기계
롯데쇼핑,유사종목_2,한국공항
롯데쇼핑,유사종목_3,율촌화학
롯데쇼핑,유사종목_4,노루홀딩스
롯데쇼핑,유사종목_5,한국콜마
롯데정밀화학,유사종목_1,한국알콜
롯데정밀화학,유사종목_2,삼보판지
롯데정밀화학,유사종목_3,현대홈쇼핑
롯데정밀화학,유사종목_4,코텍
롯데정밀화학,유사종목_5,한국콜마홀딩스
롯데정보통신,유사종목_1,유신
롯데정보통신,유사종목_2,대원산업
롯데정보통신,유사종목_3,HD현대
롯데정보통신,유사종목_4,SK디스커버리
롯데정보통신,유사종목_5,유아이엘
롯데제과,유사종목_1,조흥
롯데제과,유사종목_2,예스코홀딩스
롯데제과,유사종목_3,삼양사
롯데제과,유사종목_4,유라테크
롯데제과,유사종목_5,SGC에너지
롯데지주,유사종목_1,현대제철
롯데지주,유사종목_2,서울가스
롯데지주,유사종목_3,삼성물산
롯데지주,유사종목_4,현대모비스
롯데지주,유사종목_5,DRB동일
롯데칠성,유사종목_1,한국공항
롯데칠성,유사종목_2,롯데쇼핑
롯데칠성,유사종목_3,화천기계
롯데칠성,유사종목_4,현대차
롯데칠성,유사종목_5,케이티알파
롯데케미칼,유사종목_1,SNT모티브
롯데케미칼,유사종목_2,미창석유
롯데케미칼,유사종목_3,대한유화
롯데케미칼,유사종목_4,현대모비스
롯데케미칼,유사종목_5,크리스에프앤씨
롯데하이마트,유사종목_1,두산
롯데하이마트,유사종목_2,SHD
롯데하이마트,유사종목_3,현대비앤지스틸
롯데하이마트,유사종목_4,JW생명과학
롯데하이마트,유사종목_5,현대건설
루닛,유사종목_1,STX중공업
루닛,유사종목_2,디딤이앤에프
루닛,유사종목_3,진에어
루닛,유사종목_4,코이즈
루닛,유사종목_5,CS
루멘스,유사종목_1,제주반도체
루멘스,유사종목_2,대한과학
루멘스,유사종목_3,엘비세미콘
루멘스,유사종목_4,NI스틸
루멘스,유사종목_5,코웰패션
루트로닉,유사종목_1,진양제약
루트로닉,유사종목_2,에프엔에스테크
루트로닉,유사종목_3,한국전자홀딩스
루트로닉,유사종목_4,이글벳
루트로닉,유사종목_5,타이거일렉
룽투코리아,유사종목_1,홈캐스트
룽투코리아,유사종목_2,인콘
룽투코리아,유사종목_3,GKL
룽투코리아,유사종목_4,디지캡
룽투코리아,유사종목_5,오이솔루션
리노공업,유사종목_1,티앤엘
리노공업,유사종목_2,케이아이엔엑스
리노공업,유사종목_3,엔씨소프트
리노공업,유사종목_4,휴온스글로벌
리노공업,유사종목_5,이녹스
리노스,유사종목_1,에이치케이
리노스,유사종목_2,티피씨글로벌
